"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.336967463E1,-1.786795259E0,3.930044174E0,8.893364072E-1
8.337166770E1,-1.813426018E0,3.959870577E0,8.637708426E-1
8.337366077E1,-1.842187405E0,3.955609798E0,8.403357267E-1
8.337565385E1,-1.877340078E0,3.923652649E0,8.232919574E-1
8.337764692E1,-1.914623260E0,3.855477810E0,8.051829934E-1
8.337963999E1,-1.952971578E0,3.758541584E0,7.902697325E-1
8.338163306E1,-1.996646166E0,3.638170242E0,7.732260227E-1
8.338362614E1,-2.042451143E0,3.498624802E0,7.593780160E-1
8.338561921E1,-2.089321375E0,3.338839769E0,7.433995008E-1
8.338761228E1,-2.134061098E0,3.163076401E0,7.306166887E-1
8.338960536E1,-2.176670551E0,2.975595236E0,7.188991308E-1
8.339159843E1,-2.216084242E0,2.781722784E0,7.082468271E-1
8.339359150E1,-2.251236916E0,2.591046095E0,6.954640150E-1
8.339558458E1,-2.279998064E0,2.401434660E0,6.880073547E-1
8.339757765E1,-2.297041893E0,2.221410275E0,6.794854999E-1
8.339957072E1,-2.311955214E0,2.045646906E0,6.656374931E-1
8.340156379E1,-2.322607517E0,1.872013927E0,6.528546810E-1
8.340355687E1,-2.323672771E0,1.706902742E0,6.432675719E-1
8.340554994E1,-2.315150738E0,1.554574490E0,6.336805224E-1
8.340754301E1,-2.302367926E0,1.419289827E0,6.262238622E-1
8.340953608E1,-2.279998064E0,1.302114248E0,6.166367531E-1
8.341152916E1,-2.248041153E0,1.195590973E0,6.091801524E-1
8.341352223E1,-2.212888479E0,1.105046153E0,6.059844494E-1
8.341551530E1,-2.169214010E0,1.028349280E0,6.038539410E-1
8.341750838E1,-2.118082762E0,9.655005932E-1,6.017234921E-1
8.341950145E1,-2.062690496E0,9.196955562E-1,5.995930433E-1
8.342149452E1,-2.001972198E0,8.834776282E-1,5.942668915E-1
8.342348760E1,-1.940188766E0,8.685643673E-1,5.889406800E-1
8.342548067E1,-1.873079062E0,8.674991727E-1,5.814840794E-1
8.342747374E1,-1.807034612E0,8.834776282E-1,5.729622245E-1
8.342946682E1,-1.738859773E0,9.143694043E-1,5.623098612E-1
8.343145989E1,-1.671750069E0,9.569787383E-1,5.505923033E-1
8.343345296E1,-1.601444721E0,1.015566587E0,5.378095508E-1
8.343544603E1,-1.535400271E0,1.080545783E0,5.260919333E-1
8.343743911E1,-1.472551465E0,1.150851130E0,5.079829693E-1
8.343943218E1,-1.412898421E0,1.221156478E0,4.877435565E-1
8.344142525E1,-1.357506275E0,1.288266182E0,4.643084407E-1
8.344341833E1,-1.305309892E0,1.354310632E0,4.387428463E-1
8.344541140E1,-1.258439660E0,1.411833167E0,4.121120274E-1
8.344740447E1,-1.214765072E0,1.460833907E0,3.833507299E-1
8.344939754E1,-1.174286246E0,1.504508495E0,3.535242081E-1
8.345139062E1,-1.134872675E0,1.538595915E0,3.226324618E-1
8.345338369E1,-1.101850390E0,1.565226793E0,2.938711643E-1
8.345537676E1,-1.070958614E0,1.580139995E0,2.619141638E-1
8.345736984E1,-1.041132092E0,1.588661909E0,2.331528813E-1
8.345936291E1,-1.011305571E0,1.593988061E0,2.054568231E-1
8.346135598E1,-9.846747518E-1,1.587596655E0,1.777607650E-1
8.346334905E1,-9.580439329E-1,1.571618199E0,1.521951705E-1
8.346534213E1,-9.346088171E-1,1.543922067E0,1.276948154E-1
8.346733520E1,-9.111737013E-1,1.509834647E0,1.042596847E-1
8.346932827E1,-8.919994831E-1,1.465094924E0,8.188978583E-2
8.347132135E1,-8.717600703E-1,1.411833167E0,6.058513001E-2
8.347331442E1,-8.557815552E-1,1.351114988E0,4.034570232E-2
8.347530749E1,-8.387378454E-1,1.281874776E0,2.223674022E-2
8.347730057E1,-8.195636868E-1,1.211569428E0,8.388710208E-3
8.347929364E1,-7.993242145E-1,1.138068318E0,-4.394086078E-3
8.348128671E1,-7.801500559E-1,1.067762971E0,-1.611164957E-2
8.348327978E1,-7.620410919E-1,9.931966662E-1,-2.782921307E-2
8.348527286E1,-7.407364249E-1,9.154346585E-1,-3.741630912E-2
8.348726593E1,-7.162360549E-1,8.451292515E-1,-4.593817517E-2
8.348925900E1,-6.949313879E-1,7.780195475E-1,-5.339480564E-2
8.349125208E1,-6.661701202E-1,7.141056061E-1,-5.978620425E-2
8.349324515E1,-6.395393014E-1,6.521888971E-1,-6.511236727E-2
8.349523822E1,-6.107779741E-1,5.967968106E-1,-6.724283099E-2
8.349723129E1,-5.809514523E-1,5.403394699E-1,-7.150376588E-2
8.349922437E1,-5.511249304E-1,4.870778024E-1,-8.002562821E-2
8.350121744E1,-5.191679597E-1,4.252942801E-1,-9.387365729E-2
8.350321051E1,-4.818847775E-1,3.485974967E-1,-1.045259908E-1
8.350520358E1,-4.488625526E-1,2.708354890E-1,-1.151783243E-1
8.350719666E1,-4.169055820E-1,1.962691844E-1,-1.258306503E-1
8.350918973E1,-3.817528784E-1,1.323551983E-1,-1.386134475E-1
8.351118280E1,-3.434045017E-1,7.802832127E-2,-1.513962448E-1
8.351317588E1,-3.039908707E-1,1.944050193E-2,-1.652442664E-1
8.351516895E1,-2.603163123E-1,-3.701684624E-2,-1.769618392E-1
8.351716202E1,-2.177069932E-1,-9.560466558E-2,-1.886793971E-1
8.351915510E1,-1.708367467E-1,-1.499315500E-1,-2.025274336E-1
8.352114817E1,-1.239664927E-1,-2.074541301E-1,-2.142449915E-1
8.352314124E1,-7.390054315E-2,-2.617810071E-1,-2.270277888E-1
8.352513432E1,-2.170412242E-2,-3.139774203E-1,-2.398105860E-1
8.352712739E1,3.062544949E-2,-3.683043122E-1,-2.525933683E-1
8.352912046E1,8.069140464E-2,-4.236964285E-1,-2.653761804E-1
8.353111353E1,1.339530498E-1,-4.769580960E-1,-2.792242169E-1
8.353310661E1,1.861494780E-1,-5.259587765E-1,-2.920069993E-1
8.353509968E1,2.372806519E-1,-5.728290677E-1,-3.015941083E-1
8.353709275E1,2.937380075E-1,-6.133078933E-1,-3.069202602E-1
8.353908582E1,3.448691964E-1,-6.441996694E-1,-3.079854846E-1
8.354107890E1,3.960003853E-1,-6.676347852E-1,-3.079854846E-1
8.354307197E1,4.481967986E-1,-6.804175973E-1,-3.026593328E-1
8.354506504E1,4.982627332E-1,-6.814828515E-1,-2.952027023E-1
8.354705812E1,5.451329947E-1,-6.782871485E-1,-2.856155932E-1
8.354905119E1,5.898727775E-1,-6.623086333E-1,-2.749632597E-1
8.355104426E1,6.314168572E-1,-6.410039663E-1,-2.621804774E-1
8.355303734E1,6.718957424E-1,-6.133078933E-1,-2.462019771E-1
8.355503041E1,7.091788650E-1,-5.781552196E-1,-2.291582525E-1
8.355702348E1,7.496577501E-1,-5.387415886E-1,-2.110492885E-1
8.355901655E1,7.837451696E-1,-4.971975088E-1,-1.961360276E-1
8.356100963E1,8.178326488E-1,-4.556534290E-1,-1.812227666E-1
8.356300270E1,8.497896194E-1,-4.119788706E-1,-1.663095057E-1
8.356499577E1,8.828118443E-1,-3.651086092E-1,-1.556571722E-1
8.356698885E1,9.158340693E-1,-3.214340508E-1,-1.503310055E-1
8.356898192E1,9.477910995E-1,-2.777595222E-1,-1.471353173E-1
8.357097499E1,9.808133245E-1,-2.426068187E-1,-1.513962448E-1
8.357296807E1,1.007444143E0,-2.181064636E-1,-1.599181145E-1
8.357496114E1,1.036205411E0,-2.021279633E-1,-1.748313755E-1
8.357695421E1,1.061771035E0,-1.978670359E-1,-1.982664913E-1
8.357894728E1,1.085206151E0,-2.010627389E-1,-2.270277888E-1
8.358094036E1,1.107576013E0,-2.159759998E-1,-2.579195499E-1
8.358293343E1,1.124619722E0,-2.362154275E-1,-2.962679267E-1
8.358492650E1,1.138467789E0,-2.617810071E-1,-3.356815577E-1
8.358691958E1,1.153381109E0,-2.894770801E-1,-3.782908916E-1
8.358891265E1,1.166163802E0,-3.161078990E-1,-4.198349714E-1
8.359090572E1,1.174685717E0,-3.395430148E-1,-4.613790512E-1
8.359289879E1,1.187468529E0,-3.629781604E-1,-4.997274280E-1
8.359489187E1,1.198120832E0,-3.842828274E-1,-5.380758047E-1
8.359688494E1,1.208773136E0,-4.119788706E-1,-5.732285380E-1
8.359887801E1,1.219425559E0,-4.332835376E-1,-6.030550599E-1
8.360087109E1,1.231143117E0,-4.556534290E-1,-6.318163276E-1
8.360286416E1,1.242860675E0,-4.758928418E-1,-6.520557404E-1
8.360485723E1,1.255643368E0,-5.003932118E-1,-6.701647043E-1
8.360685030E1,1.267361045E0,-5.248935819E-1,-6.850779653E-1
8.360884338E1,1.279078603E0,-5.515244007E-1,-6.946650743E-1
8.361083645E1,1.291861296E0,-5.781552196E-1,-6.999912262E-1
8.361282952E1,1.303578854E0,-6.079817414E-1,-7.021217346E-1
8.361482260E1,1.318492174E0,-6.388735175E-1,-7.010564804E-1
8.361681567E1,1.331274986E0,-6.676347852E-1,-6.957303286E-1
8.361880874E1,1.344057798E0,-7.006570101E-1,-6.861432195E-1
8.362080182E1,1.358971000E0,-7.347444892E-1,-6.754909158E-1
8.362279489E1,1.373884320E0,-7.688319087E-1,-6.595124006E-1
8.362478796E1,1.387732267E0,-8.018541336E-1,-6.424686909E-1
8.362678103E1,1.401580334E0,-8.402025700E-1,-6.254249215E-1
8.362877411E1,1.413297892E0,-8.774856925E-1,-6.030550599E-1
8.363076718E1,1.430341601E0,-9.318125844E-1,-5.828156471E-1
8.363276025E1,1.443124413E0,-9.946613312E-1,-5.625761747E-1
8.363475332E1,1.465494275E0,-1.050053477E0,-5.380758047E-1
8.363674640E1,1.486799002E0,-1.105445623E0,-5.135754943E-1
8.363873947E1,1.511299372E0,-1.167229056E0,-4.880098701E-1
8.364073254E1,1.538995385E0,-1.234338760E0,-4.635095298E-1
8.364272562E1,1.573082924E0,-1.311035514E0,-4.390091598E-1
8.364471869E1,1.613561749E0,-1.387732267E0,-4.177044928E-1
8.364671176E1,1.658301473E0,-1.471885681E0,-3.953346014E-1
8.364870484E1,1.710497975E0,-1.564561009E0,-3.782908916E-1
8.365069791E1,1.768020511E0,-1.661497235E0,-3.623123765E-1
8.365269098E1,1.835130215E0,-1.766955256E0,-3.505948186E-1
8.365468405E1,1.901174664E0,-1.874543786E0,-3.431381881E-1
8.365667713E1,1.970414758E0,-1.983197570E0,-3.399424851E-1
8.365867020E1,2.048176765E0,-2.088655710E0,-3.367467821E-1
8.366066327E1,2.124873638E0,-2.194113731E0,-3.388772607E-1
8.366265635E1,2.206896544E0,-2.296375990E0,-3.442034125E-1
8.366464942E1,2.293180466E0,-2.397573233E0,-3.527252972E-1
8.366664249E1,2.379464149E0,-2.492378950E0,-3.633776009E-1
8.366863556E1,2.468943834E0,-2.585054159E0,-3.793561161E-1
8.367062864E1,2.560553789E0,-2.675599098E0,-3.995955288E-1
8.367262171E1,2.652163982E0,-2.764013290E0,-4.262263775E-1
8.367461478E1,2.745904446E0,-2.857753992E0,-4.560528994E-1
8.367660786E1,2.840710163E0,-2.949363947E0,-4.944012761E-1
8.367860093E1,2.934450626E0,-3.037778378E0,-5.391410589E-1
8.368059400E1,3.032452106E0,-3.124062061E0,-5.892069936E-1
8.368258708E1,3.127257824E0,-3.203954697E0,-6.467295885E-1
8.368458015E1,3.226324558E0,-3.275325298E0,-7.106435895E-1
8.368657322E1,3.321130276E0,-3.336043596E0,-7.820141912E-1
8.368856629E1,3.405283689E0,-3.385044336E0,-8.587109447E-1
8.369055937E1,3.477719545E0,-3.423392534E0,-9.428643584E-1
8.369255244E1,3.536307335E0,-3.452153921E0,-1.033409238E0
8.369454551E1,3.577851534E0,-3.467067242E0,-1.125019193E0
8.369653858E1,3.604482174E0,-3.463871479E0,-1.215564013E0
8.369853166E1,3.620460749E0,-3.441501617E0,-1.305043578E0
8.370052473E1,3.620460749E0,-3.394631386E0,-1.390262246E0
8.370251780E1,3.614069223E0,-3.322195530E0,-1.468024254E0
8.370451088E1,3.591699362E0,-3.229520321E0,-1.542590618E0
8.370650395E1,3.556546688E0,-3.116605520E0,-1.609700203E0
8.370849702E1,3.506480694E0,-2.996234179E0,-1.669353247E0
8.371049010E1,3.427653551E0,-2.877993345E0,-1.720484495E0
8.371248317E1,3.321130276E0,-2.773600578E0,-1.760963321E0
8.371447624E1,3.177323818E0,-2.693707943E0,-1.789724588E0
8.371646932E1,2.988777637E0,-2.648968220E0,-1.803572655E0
8.371846239E1,2.745904446E0,-2.640446424E0,-1.801442146E0
8.372045546E1,2.455095768E0,-2.672403336E0,-1.781202793E0
8.372244853E1,2.115286589E0,-2.745904446E0,-1.744984865E0
8.372444161E1,1.732867837E0,-2.854558229E0,-1.684266567E0
8.372643468E1,1.323818326E0,-2.988777637E0,-1.601178408E0
8.372842775E1,9.009208083E-1,-3.145366907E0,-1.495720267E0
8.373042083E1,4.822842479E-1,-3.317934513E0,-1.368957639E0
8.373241390E1,9.240896255E-2,-3.496893644E0,-1.217694521E0
8.373440697E1,-2.560553849E-1,-3.667330980E0,-1.055779099E0
8.373640004E1,-5.372769237E-1,-3.814333200E0,-8.864070177E-1
8.373839312E1,-7.418016195E-1,-3.926182508E0,-7.127740383E-1
8.374038619E1,-8.653686643E-1,-4.000882149E0,-5.402063131E-1
8.374237926E1,-8.994561434E-1,-4.038165092E0,-3.718994856E-1
8.374437234E1,-8.568468094E-1,-4.041360855E0,-2.131797522E-1
8.374636541E1,-7.439321280E-1,-4.012599468E0,-6.511236727E-2
8.374835848E1,-5.756253004E-1,-3.937900066E0,7.549838722E-2
8.375035155E1,-3.700353205E-1,-3.807941675E0,2.022611201E-1
8.375234463E1,-1.399449855E-1,-3.636439323E0,3.087844253E-1
8.375433770E1,9.347419441E-2,-3.425523043E0,3.929378390E-1
8.375633077E1,3.150426745E-1,-3.170932293E0,4.536561072E-1
8.375832379E1,5.131760240E-1,-2.877993345E0,4.866783321E-1
8.376031682E1,6.814828515E-1,-2.552031994E0,4.952002168E-1
8.376230984E1,8.018541336E-1,-2.197309494E0,4.824174047E-1
8.376430286E1,8.764204979E-1,-1.837260604E0,4.472647011E-1
8.376629588E1,9.009208083E-1,-1.488929510E0,3.918725848E-1
8.376828890E1,8.828118443E-1,-1.165098667E0,3.215672076E-1
8.377028192E1,8.199630976E-1,-8.678985834E-1,2.384790480E-1
8.377227494E1,7.251573801E-1,-6.037208438E-1,1.415428370E-1
8.377426796E1,6.026555896E-1,-3.746957183E-1,3.715000302E-2
8.377626098E1,4.652405083E-1,-1.797580719E-1,-7.363422960E-2
8.377825400E1,3.224993050E-1,-2.929390874E-3,-1.865489334E-1
8.378024702E1,1.818885356E-1,1.493989378E-1,-2.962679267E-1
8.378224004E1,5.299534276E-2,2.814878225E-1,-4.049217105E-1
8.378423307E1,-5.898727849E-2,4.018591642E-1,-5.093145370E-1
8.378622609E1,-1.442059278E-1,5.243609548E-1,-6.105116606E-1
8.378821911E1,-2.038589716E-1,6.415365934E-1,-7.053174376E-1
8.379021213E1,-2.379464209E-1,7.631062865E-1,-7.958621979E-1
8.379220515E1,-2.485987544E-1,8.866733313E-1,-8.800156116E-1
8.379419817E1,-2.379464209E-1,1.009175181E0,-9.609733224E-1
8.379619119E1,-2.113156021E-1,1.132742167E0,-1.040865779E0
8.379818421E1,-1.676410437E-1,1.252048254E0,-1.118627787E0
8.380017723E1,-1.165098622E-1,1.364962935E0,-1.192128897E0
8.380217025E1,-5.153064802E-2,1.465094924E0,-1.265630007E0
8.380416327E1,1.890788600E-2,1.552443981E0,-1.338065863E0
8.380615629E1,9.666989744E-2,1.619553685E0,-1.406240702E0
8.380814937E1,1.754971445E-1,1.663228154E0,-1.472285151E0
8.381014244E1,2.607157826E-1,1.697315693E0,-1.536199212E0
8.381213551E1,3.469996452E-1,1.709033251E0,-1.596917510E0
8.381412858E1,4.364792407E-1,1.707967997E0,-1.655505300E0
8.381612166E1,5.238283277E-1,1.693054795E0,-1.710897446E0
8.381811473E1,6.111774445E-1,1.662163019E0,-1.762028575E0
8.382010780E1,6.985265613E-1,1.625945091E0,-1.814224958E0
8.382210088E1,7.858756781E-1,1.587596655E0,-1.860030055E0
8.382409395E1,8.721595407E-1,1.547117829E0,-1.903837681E0
8.382608702E1,9.584434032E-1,1.505573750E0,-1.944316626E0
8.382808010E1,1.040466309E0,1.461899161E0,-1.981599689E0
8.383007317E1,1.121424079E0,1.427811742E0,-2.013556719E0
8.383206624E1,1.199186087E0,1.390528560E0,-2.042318106E0
8.383405932E1,1.275882840E0,1.358571529E0,-2.067883492E0
8.383605239E1,1.345123053E0,1.328745008E0,-2.090253592E0
8.383804546E1,1.411167502E0,1.296788096E0,-2.107297182E0
8.384003853E1,1.470820546E0,1.265896320E0,-2.120079994E0
8.384203161E1,1.529408336E0,1.237135053E0,-2.127536774E0
8.384402468E1,1.580539465E0,1.206243277E0,-2.128601789E0
8.384601775E1,1.627409697E0,1.170025349E0,-2.130732298E0
8.384801082E1,1.670019031E0,1.129546523E0,-2.127536774E0
8.385000390E1,1.706236959E0,1.080545783E0,-2.125406265E0
8.385199697E1,1.738193989E0,1.024088383E0,-2.123275757E0
8.385399004E1,1.763759613E0,9.591091871E-1,-2.117949486E0
8.385598312E1,1.785064220E0,8.856080770E-1,-2.113688707E0
8.385797619E1,1.805303693E0,8.046503663E-1,-2.107297182E0
8.385996926E1,1.817021251E0,7.162360549E-1,-2.100905895E0
8.386196234E1,1.827673554E0,6.181014776E-1,-2.091318846E0
8.386395541E1,1.836195469E0,5.126433969E-1,-2.076405525E0
8.386594848E1,1.841521621E0,3.965329826E-1,-2.062557459E0
8.386794155E1,1.841521621E0,2.697702646E-1,-2.044448376E0
8.386993463E1,1.842586875E0,1.334204376E-1,-2.021013260E0
8.387192770E1,1.840456367E0,-1.145125460E-2,-1.993317246E0
8.387392077E1,1.836195469E0,-1.669752747E-1,-1.959229827E0
8.387591385E1,1.829804063E0,-3.310211599E-1,-1.924077153E0
8.387790692E1,1.815955997E0,-4.982627332E-1,-1.881467819E0
8.387989999E1,1.803173184E0,-6.708304882E-1,-1.837660074E0
8.388189306E1,1.781868577E0,-8.433982730E-1,-1.792920351E0
8.388388614E1,1.757368207E0,-1.013835549E0,-1.742854357E0
8.388587921E1,1.727541685E0,-1.182142377E0,-1.694918871E0
8.388787228E1,1.694519401E0,-1.341927290E0,-1.640591979E0
8.388986536E1,1.656171083E0,-1.491059899E0,-1.585199952E0
8.389185843E1,1.609300733E0,-1.630605459E0,-1.529807806E0
8.389385150E1,1.563495755E0,-1.761629105E0,-1.473350406E0
8.389584458E1,1.511299372E0,-1.877739549E0,-1.413697362E0
8.389783765E1,1.454841971E0,-1.986393332E0,-1.352979064E0
8.389983072E1,1.395188928E0,-2.080133677E0,-1.291195631E0
8.390182379E1,1.331274986E0,-2.168548107E0,-1.227281570E0
8.390381687E1,1.265230536E0,-2.243114471E0,-1.162302375E0
8.390580994E1,1.193859935E0,-2.312354565E0,-1.095192671E0
8.390780301E1,1.124619722E0,-2.370942354E0,-1.023822069E0
8.390979609E1,1.050053477E0,-2.422073603E0,-9.535167217E-1
8.391178916E1,9.786828160E-1,-2.462552547E0,-8.810808659E-1
8.391378223E1,9.041165113E-1,-2.503031254E0,-8.107754588E-1
8.391577530E1,8.295502067E-1,-2.532857895E0,-7.415353656E-1
8.391776838E1,7.571143508E-1,-2.555227757E0,-6.744256616E-1
8.391976145E1,6.846785545E-1,-2.576532364E0,-6.094464660E-1
8.392175452E1,6.122426987E-1,-2.592510939E0,-5.465977192E-1
8.392374760E1,5.461982489E-1,-2.603163242E0,-4.912055731E-1
8.392574067E1,4.801537991E-1,-2.611685038E0,-4.368786812E-1
8.392773374E1,4.205007255E-1,-2.614880800E0,-3.868127465E-1
8.392972682E1,3.619129062E-1,-2.615946054E0,-3.442034125E-1
8.393171989E1,3.075860441E-1,-2.610619783E0,-3.069202602E-1
8.393371296E1,2.585853040E-1,-2.602097988E0,-2.728328109E-1
8.393570603E1,2.149107605E-1,-2.591445684E0,-2.451367527E-1
8.393769911E1,1.744319052E-1,-2.573336601E0,-2.217016220E-1
8.393969218E1,1.382139921E-1,-2.553097248E0,-2.067883611E-1
8.394168525E1,1.041265279E-1,-2.527531624E0,-1.972012669E-1
8.394367833E1,7.643046975E-2,-2.495574713E0,-1.950708032E-1
8.394567140E1,4.873441160E-2,-2.458291531E0,-2.014621943E-1
8.394766447E1,2.636451647E-2,-2.416747332E0,-2.121145278E-1
8.394965754E1,9.320789017E-3,-2.368811846E0,-2.280930281E-1
8.395165062E1,-6.790860556E-3,-2.321941614E0,-2.483324558E-1
8.395364369E1,-1.850842312E-2,-2.264419079E0,-2.738980353E-1
8.395563676E1,-2.809552103E-2,-2.207961798E0,-3.047898114E-1
8.395762984E1,-2.809552103E-2,-2.147243500E0,-3.378120363E-1
8.395962291E1,-2.809552103E-2,-2.081198931E0,-3.718994856E-1
8.396161598E1,-2.383458801E-2,-2.010893583E0,-4.123783410E-1
8.396360905E1,-1.637795754E-2,-1.936327338E0,-4.571181238E-1
8.396560213E1,-4.660394508E-3,-1.859630585E0,-4.986622036E-1
8.396759520E1,1.358172111E-2,-1.782933831E0,-5.444672108E-1
8.396958827E1,3.595161438E-2,-1.700910807E0,-5.902722478E-1
8.397158135E1,6.258244067E-2,-1.623148799E0,-6.339467764E-1
8.397357442E1,9.240896255E-2,-1.542191148E0,-6.818822622E-1
8.397556749E1,1.264964193E-1,-1.455907226E0,-7.319482565E-1
8.397756056E1,1.669752747E-1,-1.366427660E0,-7.798837423E-1
8.397955364E1,2.127802968E-1,-1.274817586E0,-8.278192282E-1
8.398154671E1,2.564548552E-1,-1.177881360E0,-8.736242056E-1
8.398353978E1,3.107817471E-1,-1.078814745E0,-9.172987938E-1
8.398553286E1,3.651086092E-1,-9.808133245E-1,-9.599081278E-1
8.398752593E1,4.258269072E-1,-8.796161413E-1,-1.000386953E0
8.398951900E1,4.833494723E-1,-7.741581202E-1,-1.040865779E0
8.399151208E1,5.430025458E-1,-6.676347852E-1,-1.080279469E0
8.399350515E1,6.079817414E-1,-5.579158068E-1,-1.116497397E0
8.399549822E1,6.687000394E-1,-4.471315742E-1,-1.152715325E0
8.399749129E1,7.336792350E-1,-3.352820873E-1,-1.185737491E0
8.399948437E1,7.954627872E-1,-2.181064636E-1,-1.215564013E0
8.400147744E1,8.583115339E-1,-9.986559302E-2,-1.241129637E0
8.400347051E1,9.222254753E-1,1.624480449E-2,-1.264564753E0
8.400546358E1,9.829437733E-1,1.376813650E-1,-1.285869360E0
8.400745666E1,1.044727325E0,2.559222281E-1,-1.299717426E0
8.400944973E1,1.102249861E0,3.709673882E-1,-1.313565493E0
8.401144280E1,1.159772396E0,4.870778024E-1,-1.322087288E0
8.401343588E1,1.216229796E0,5.936011076E-1,-1.326348305E0
8.401542895E1,1.268426180E0,6.991923451E-1,-1.329543948E0
8.401742202E1,1.318492174E0,7.950633168E-1,-1.327413559E0
8.401941510E1,1.362166762E0,8.898690343E-1,-1.323152542E0
8.402140817E1,1.405841231E0,9.782834053E-1,-1.312500238E0
8.402340124E1,1.446320176E0,1.059241056E0,-1.301847935E0
8.402539432E1,1.485733747E0,1.135937810E0,-1.284804225E0
8.402738739E1,1.521951675E0,1.203047514E0,-1.263499498E0
8.402938046E1,1.556039095E0,1.257374406E0,-1.244325280E0
8.403137353E1,1.587996125E0,1.301048994E0,-1.225151181E0
8.403336661E1,1.616757393E0,1.336201668E0,-1.201715946E0
8.403535968E1,1.640192509E0,1.361767292E0,-1.178280830E0
8.403735275E1,1.660431981E0,1.376680493E0,-1.154845715E0
8.403934583E1,1.681736588E0,1.383071899E0,-1.129280210E0
8.404133890E1,1.696649909E0,1.373484850E0,-1.104779840E0
8.404333197E1,1.711563110E0,1.351114988E0,-1.081344724E0
8.404532504E1,1.721150279E0,1.323418856E0,-1.051518202E0
8.404731812E1,1.731802583E0,1.281874776E0,-1.025952578E0
8.404931119E1,1.736063480E0,1.236069798E0,-9.950608015E-1
8.405130426E1,1.737128735E0,1.181742907E0,-9.673647285E-1
8.405329734E1,1.737128735E0,1.122089863E0,-9.396686554E-1
8.405529041E1,1.730737329E0,1.059241056E0,-9.098421335E-1
8.405728348E1,1.721150279E0,9.963923693E-1,-8.810808659E-1
8.405927655E1,1.708367467E0,9.335435629E-1,-8.523195982E-1
8.406126963E1,1.689193249E0,8.706948161E-1,-8.235582709E-1
8.406326270E1,1.666823387E0,8.099765778E-1,-7.958621979E-1
8.406525577E1,1.645518661E0,7.535192370E-1,-7.681661844E-1
8.406724885E1,1.614627004E0,7.013227940E-1,-7.426005602E-1
8.406924192E1,1.582669973E0,6.553846002E-1,-7.181001902E-1
8.407123499E1,1.548582554E0,6.138405204E-1,-6.914693713E-1
8.407322807E1,1.508103609E0,5.808182955E-1,-6.648385525E-1
8.407522114E1,1.468690038E0,5.552527308E-1,-6.382077336E-1
8.407721421E1,1.431406856E0,5.360785127E-1,-6.126421690E-1
8.407920728E1,1.386667132E0,5.232957006E-1,-5.838808417E-1
8.408120036E1,1.346188188E0,5.179695487E-1,-5.593804717E-1
8.408319343E1,1.304644108E0,5.200999975E-1,-5.327496529E-1
8.408518650E1,1.263100028E0,5.254262090E-1,-5.082492828E-1
8.408717958E1,1.222621202E0,5.371437669E-1,-4.837489426E-1
8.408917265E1,1.183207631E0,5.509917736E-1,-4.592485726E-1
8.409116572E1,1.144859195E0,5.712311864E-1,-4.347482324E-1
8.409315879E1,1.110771775E0,5.936011076E-1,-4.091826379E-1
8.409515187E1,1.077749491E0,6.191666722E-1,-3.868127465E-1
8.409714494E1,1.050053477E0,6.489931941E-1,-3.655080795E-1
8.409913801E1,1.020226955E0,6.788197160E-1,-3.431381881E-1
8.410113108E1,1.001052737E0,7.098446488E-1,-3.228987455E-1
8.410312416E1,9.818785191E-1,7.439321280E-1,-3.015941083E-1
8.410511723E1,9.669652581E-1,7.769543529E-1,-2.834851444E-1
8.410711030E1,9.541825056E-1,8.110417724E-1,-2.685718834E-1
8.410910338E1,9.445953965E-1,8.472597003E-1,-2.525933683E-1
8.411109645E1,9.392692447E-1,8.856080770E-1,-2.376801223E-1
8.411308952E1,9.318125844E-1,9.218260050E-1,-2.259625494E-1
8.411508260E1,9.286168814E-1,9.612396359E-1,-2.142449915E-1
8.411707567E1,9.286168814E-1,1.001718521E0,-2.035926580E-1
8.411906874E1,9.254211783E-1,1.037936449E0,-1.972012669E-1
8.412106182E1,9.254211783E-1,1.081611037E0,-1.918751001E-1
8.412305489E1,9.264864326E-1,1.126350760E0,-1.844184697E-1
8.412504796E1,9.254211783E-1,1.178547144E0,-1.822880059E-1
8.412704103E1,9.254211783E-1,1.232874036E0,-1.812227666E-1
8.412903411E1,9.264864326E-1,1.292527080E0,-1.790923029E-1
8.413102718E1,9.286168814E-1,1.352180123E0,-1.812227666E-1
8.413302025E1,9.318125844E-1,1.421420336E0,-1.854836941E-1
8.413501332E1,9.360735416E-1,1.492790937E0,-1.897446364E-1
8.413700640E1,9.360735416E-1,1.569487691E0,-1.961360276E-1
8.413899947E1,9.392692447E-1,1.645119309E0,-2.046578974E-1
8.414099254E1,9.392692447E-1,1.721816063E0,-2.131797522E-1
8.414298562E1,9.424648881E-1,1.801708460E0,-2.195711583E-1
8.414497869E1,9.467258453E-1,1.875209570E0,-2.270277888E-1
8.414697176E1,9.499215484E-1,1.946580172E0,-2.344844192E-1
8.414896484E1,9.552477002E-1,2.013689995E0,-2.419410497E-1
8.415095791E1,9.616391063E-1,2.076538563E0,-2.493976802E-1
8.415295098E1,9.659000635E-1,2.135126352E0,-2.611152530E-1
8.415494405E1,9.754871130E-1,2.189453363E0,-2.728328109E-1
8.415693713E1,9.904004335E-1,2.242714882E0,-2.824199200E-1
