"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.051063782E1,5.235520363E0,9.184756279E0,1.428739905E0
1.051263079E1,5.240308762E0,9.281123161E0,1.490989089E0
1.051462376E1,5.211578369E0,9.348160744E0,1.567603588E0
1.051661673E1,5.225943565E0,9.429563522E0,1.654393315E0
1.051860970E1,5.249885559E0,9.520543098E0,1.707065821E0
1.052060267E1,5.245097160E0,9.587580681E0,1.759738207E0
1.052259564E1,5.230731964E0,9.635464668E0,1.831564307E0
1.052458861E1,5.259462357E0,9.697713852E0,1.865083098E0
1.052658152E1,5.259462357E0,9.769539833E0,1.927332401E0
1.052857444E1,5.302558422E0,9.827000618E0,1.922544003E0
1.053056736E1,5.307346821E0,9.889249802E0,1.850717902E0
1.053256027E1,5.307346821E0,9.937133789E0,1.802833915E0
1.053455319E1,5.307346821E0,9.980229378E0,1.735796213E0
1.053654611E1,5.283404827E0,1.000417137E1,1.625064373E0
1.053853902E1,5.245097160E0,1.001374817E1,1.596333981E0
1.054053194E1,4.986523628E0,1.000417137E1,1.548449993E0
1.054252486E1,5.072714806E0,1.005205631E1,1.605910778E0
1.054451777E1,5.202001572E0,1.011430550E1,1.419163108E0
1.054651069E1,5.211578369E0,1.016697788E1,1.246780515E0
1.054850361E1,5.168482780E0,1.020049667E1,1.045667648E0
1.055049652E1,5.168482780E0,1.024838066E1,8.732850552E-1
1.055248944E1,5.178059578E0,1.029147625E1,6.625953317E-1
1.055448236E1,5.144540787E0,1.032499504E1,4.896142483E-1
1.055647527E1,5.120598793E0,1.035851383E1,3.268085420E-1
1.055846819E1,5.082291603E0,1.042136192E1,1.640028208E-1
1.056046111E1,5.015254021E0,1.045966911E1,2.513911761E-2
1.056245402E1,4.948216438E0,1.051712990E1,-1.137245819E-1
1.056444694E1,4.938639641E0,1.053149509E1,-1.951274425E-1
1.056643986E1,4.918887615E0,1.055064869E1,-2.956839204E-1
1.056843277E1,4.918887615E0,1.058416748E1,-3.675099611E-1
1.057042569E1,4.885368347E0,1.061768627E1,-4.249708056E-1
1.057241861E1,4.866214752E0,1.065599346E1,-4.824316502E-1
1.057441152E1,4.803965569E0,1.066557026E1,-5.207388401E-1
1.057640444E1,4.765658379E0,1.068472385E1,-5.207388401E-1
1.057839736E1,4.708197594E0,1.070866585E1,-5.015852451E-1
1.058039027E1,4.617218018E0,1.071345425E1,-4.441244006E-1
1.058238319E1,4.545392036E0,1.068951225E1,-3.435679376E-1
1.058437611E1,4.454412460E0,1.069908905E1,-2.094926536E-1
1.058636902E1,4.373009205E0,1.067035866E1,-7.062894851E-2
1.058836194E1,4.291606426E0,1.065599346E1,8.738835901E-2
1.059035486E1,4.248510838E0,1.060332108E1,2.406172752E-1
1.059234777E1,4.186261654E0,1.048839951E1,4.034229815E-1
1.059434069E1,4.133589268E0,1.041178417E1,5.285200477E-1
1.059633361E1,4.128800869E0,1.032499504E1,6.386532784E-1
1.059832652E1,4.119224072E0,1.022922707E1,7.200561762E-1
1.060031944E1,4.100070477E0,1.016218948E1,7.870938182E-1
1.060231236E1,4.080916882E0,1.007120991E1,8.158242106E-1
1.060430527E1,4.061763287E0,9.989806175E0,8.493430614E-1
1.060629819E1,4.047398090E0,9.917980194E0,8.541314602E-1
1.060829111E1,4.013879299E0,9.846154213E0,8.637082577E-1
1.061028402E1,3.980360270E0,9.798270226E0,8.397662640E-1
1.061227694E1,3.951629877E0,9.736021042E0,8.301894665E-1
1.061426986E1,3.889380693E0,9.668983459E0,8.206126094E-1
1.061626277E1,3.836708307E0,9.601945877E0,7.918822169E-1
1.061825569E1,3.783437252E0,9.549273491E0,7.535749674E-1
1.062024861E1,3.754706860E0,9.477447510E0,6.865373254E-1
1.062224152E1,3.716399670E0,9.410409927E0,6.051344872E-1
1.062423449E1,3.687669277E0,9.352949142E0,5.572504401E-1
1.062622746E1,3.692457676E0,9.285911560E0,4.225766063E-1
1.062822043E1,3.725976467E0,9.237428665E0,3.172317147E-1
1.063021340E1,3.716399670E0,9.165602684E0,1.831564307E-1
1.063220637E1,3.725976467E0,9.098565102E0,8.738835901E-2
1.063419934E1,3.706822872E0,9.021950722E0,-4.668693244E-2
1.063619230E1,3.716399670E0,8.964489937E0,-1.951274425E-1
1.063818527E1,3.735553265E0,8.878298759E0,-3.387795389E-1
1.064017824E1,3.759495258E0,8.830414772E0,-4.824316502E-1
1.064217121E1,3.773860455E0,8.792107582E0,-6.554127336E-1
1.064416418E1,3.740341663E0,8.758588791E0,-7.942764163E-1
1.064615715E1,3.702034473E0,8.734646797E0,-9.379284978E-1
1.064815012E1,3.649361849E0,8.696338654E0,-1.033696532E0
1.065014309E1,3.596689463E0,8.701127052E0,-1.119887829E0
1.065213606E1,3.544017076E0,8.696338654E0,-1.158195019E0
1.065412902E1,3.472191095E0,8.696338654E0,-1.220444322E0
1.065612199E1,3.362057686E0,8.729858398E0,-1.277905107E0
1.065811496E1,3.266289711E0,8.792107582E0,-1.277905107E0
1.066010793E1,3.156156301E0,8.811261177E0,-1.311424017E0
1.066210090E1,3.060388327E0,8.859145164E0,-1.292270422E0
1.066409387E1,2.935889721E0,8.930971146E0,-1.297058821E0
1.066608684E1,2.844910145E0,9.012373924E0,-1.263539910E0
1.066807981E1,2.734776974E0,9.031527519E0,-1.220444322E0
1.067007277E1,2.643198729E0,9.093776703E0,-1.177348733E0
1.067206574E1,2.533065319E0,9.151237488E0,-1.091157436E0
1.067405871E1,2.418143749E0,9.223063469E0,-1.019331336E0
1.067605168E1,2.322375536E0,9.285911560E0,-9.475052953E-1
1.067804465E1,2.264914751E0,9.333795547E0,-8.900445104E-1
1.068003762E1,2.164358377E0,9.391256332E0,-8.134300113E-1
1.068203059E1,2.068590164E0,9.410409927E0,-6.985083222E-1
1.068402356E1,1.982398987E0,9.443928719E0,-6.314706802E-1
1.068601652E1,1.891419291E0,9.491812706E0,-5.398924947E-1
1.068800949E1,1.824381709E0,9.520543098E0,-4.393360019E-1
1.069000246E1,1.762132406E0,9.606734276E0,-3.722983599E-1
1.069199543E1,1.719036818E0,9.625887871E0,-3.196259141E-1
1.069398840E1,1.637633920E0,9.702502251E0,-2.190694511E-1
1.069598137E1,1.599326730E0,9.779116631E0,-1.376665980E-1
1.069797434E1,1.608903527E0,9.855731010E0,-1.185129806E-1
1.069996731E1,1.570596337E0,9.937133789E0,-6.584054977E-2
1.070196027E1,1.507748485E0,9.994594574E0,5.985504016E-3
1.070395324E1,1.507748485E0,1.008078671E1,6.823474914E-2
1.070594621E1,1.502960086E0,1.014303589E1,1.161187813E-1
1.070793918E1,1.474229693E0,1.020049667E1,1.544260085E-1
1.070993215E1,1.455076098E0,1.026274586E1,1.783680320E-1
1.071192512E1,1.450287700E0,1.032978344E1,2.454056740E-1
1.071391809E1,1.455076098E0,1.037766743E1,2.789244950E-1
1.071591106E1,1.498171687E0,1.040220737E1,3.124433160E-1
1.071790402E1,1.550844193E0,1.043572712E1,3.220201433E-1
1.071989694E1,1.556231141E0,1.045488071E1,3.411737382E-1
1.072188986E1,1.536478996E0,1.046924591E1,3.699041605E-1
1.072388277E1,1.498171687E0,1.046924591E1,3.986345828E-1
1.072587569E1,1.498171687E0,1.048361111E1,4.273650050E-1
1.072786861E1,1.445499301E0,1.048361111E1,4.704606235E-1
1.072986152E1,1.435922503E0,1.049318790E1,5.237316489E-1
1.073185444E1,1.378461599E0,1.051234150E1,5.668272376E-1
1.073384736E1,1.378461599E0,1.052191830E1,6.242880821E-1
1.073584027E1,1.373673201E0,1.053149509E1,7.104793787E-1
1.073783319E1,1.373673201E0,1.055064869E1,8.301894665E-1
1.073982611E1,1.392826796E0,1.056022549E1,9.498994946E-1
1.074181902E1,1.373673201E0,1.058895588E1,1.050456047E0
1.074381194E1,1.359308004E0,1.061289787E1,1.170166135E0
1.074580486E1,1.340154409E0,1.063205147E1,1.289876223E0
1.074779777E1,1.325789213E0,1.063683987E1,1.443105102E0
1.074979069E1,1.306635618E0,1.064641666E1,1.601122379E0
1.075178361E1,1.330577612E0,1.064641666E1,1.774103403E0
1.075377652E1,1.416768909E0,1.064162827E1,1.984793186E0
1.075576944E1,1.512536883E0,1.065120506E1,2.181117773E0
1.075776236E1,1.661576033E0,1.060332108E1,2.434903145E0
1.075975527E1,1.833958507E0,1.054586029E1,2.655169725E0
1.076174819E1,2.015917778E0,1.047403431E1,2.923918724E0
1.076374111E1,2.236184359E0,1.039741898E1,3.163338900E0
1.076573402E1,2.470816135E0,1.033457184E1,3.412335873E0
1.076772694E1,2.706046581E0,1.022443867E1,3.661332846E0
1.076971986E1,2.974197149E0,1.015261269E1,3.886387825E0
1.077171277E1,3.204040527E0,1.009515190E1,4.049792290E0
1.077370569E1,3.496133089E0,1.003769016E1,4.217386246E0
1.077569861E1,3.783437252E0,1.000417137E1,4.322731018E0
1.077769152E1,4.047398090E0,9.980229378E0,4.404133797E0
1.077968444E1,4.291606426E0,9.937133789E0,4.432864666E0
1.078167736E1,4.516661644E0,9.922768593E0,4.428076267E0
1.078367027E1,4.722562790E0,9.889249802E0,4.389768600E0
1.078566319E1,4.866214752E0,9.846154213E0,4.260481834E0
1.078765611E1,5.048772812E0,9.846154213E0,4.135983467E0
1.078964902E1,5.125387192E0,9.836577415E0,3.992331266E0
1.079164194E1,5.168482780E0,9.783905029E0,3.809773445E0
1.079363486E1,5.158905983E0,9.755174637E0,3.594295263E0
1.079562777E1,5.144540787E0,9.721655846E0,3.397970676E0
1.079762069E1,5.125387192E0,9.726444244E0,3.163338900E0
1.079961361E1,5.053561211E0,9.707290649E0,2.971802950E0
1.080160652E1,4.986523628E0,9.736021042E0,2.780266762E0
1.080359944E1,4.929062843E0,9.745597839E0,2.592920542E0
1.080559236E1,4.827907562E0,9.731232643E0,2.401384354E0
1.080758527E1,4.760869980E0,9.721655846E0,2.233790159E0
1.080957819E1,4.622006416E0,9.721655846E0,2.047042370E0
1.081157111E1,4.545392036E0,9.726444244E0,1.893813491E0
1.081356402E1,4.425682068E0,9.702502251E0,1.726219416E0
1.081555694E1,4.301183224E0,9.688137054E0,1.567603588E0
1.081754991E1,4.229357243E0,9.688137054E0,1.447893500E0
1.081954288E1,4.104858875E0,9.664195061E0,1.328183413E0
1.082153585E1,4.009090900E0,9.640253067E0,1.227626920E0
1.082352882E1,3.898957491E0,9.597157478E0,1.165377736E0
1.082552178E1,3.827131510E0,9.520543098E0,1.064821243E0
1.082751475E1,3.721188068E0,9.386467934E0,1.002571940E0
1.082950772E1,3.606266260E0,9.300276756E0,8.972271085E-1
1.083150069E1,3.481767893E0,9.170391083E0,8.206126094E-1
1.083349366E1,3.424306870E0,9.117718697E0,7.775170207E-1
1.083548663E1,3.352480888E0,9.007585526E0,7.248445749E-1
1.083747960E1,3.338115692E0,8.930971146E0,6.913257241E-1
1.083947257E1,3.328538895E0,8.835203171E0,7.009025216E-1
1.084146553E1,3.290231705E0,8.758588791E0,6.865373254E-1
1.084345850E1,3.275866508E0,8.648454666E0,6.865373254E-1
1.084545147E1,3.275866508E0,8.567051888E0,6.769605279E-1
1.084744444E1,3.271078110E0,8.461707115E0,6.913257241E-1
1.084943741E1,3.285443306E0,8.361150742E0,6.913257241E-1
1.085143038E1,3.271078110E0,8.270171165E0,7.152677774E-1
1.085342335E1,3.271078110E0,8.160037994E0,6.817489266E-1
1.085541632E1,3.347692490E0,8.063671112E0,7.296329737E-1
1.085740928E1,3.405153275E0,7.987056732E0,7.583633661E-1
1.085940225E1,3.443460703E0,7.915230751E0,7.679402232E-1
1.086139522E1,3.462614298E0,7.814674377E0,7.248445749E-1
1.086338819E1,3.457825899E0,7.718906403E0,7.104793787E-1
1.086538116E1,3.486556292E0,7.642292023E0,7.727286220E-1
1.086737413E1,3.472191095E0,7.551311970E0,7.823054194E-1
1.086936710E1,3.510498285E0,7.498639584E0,8.445546627E-1
1.087136007E1,3.529651880E0,7.465120792E0,9.068039060E-1
1.087335303E1,3.500921488E0,7.369352818E0,9.498994946E-1
1.087534600E1,3.472191095E0,7.340622425E0,1.021725535E0
1.087733897E1,3.467402697E0,7.292738438E0,1.074398041E0
1.087933194E1,3.491344690E0,7.264008045E0,1.189319730E0
1.088132491E1,3.472191095E0,7.225700855E0,1.261145711E0
1.088331788E1,3.409941673E0,7.230489254E0,1.356913805E0
1.088531085E1,3.385999680E0,7.254431248E0,1.476623893E0
1.088730382E1,3.366846085E0,7.287950039E0,1.586757183E0
1.088929678E1,3.328538895E0,7.302315235E0,1.711854219E0
1.089128975E1,3.251924515E0,7.326257229E0,1.850717902E0
1.089328272E1,3.146579504E0,7.354987621E0,1.946485996E0
1.089527569E1,3.055599928E0,7.426813602E0,2.056619167E0
1.089726866E1,2.964620352E0,7.484274387E0,2.166752577E0
1.089926163E1,2.859275341E0,7.532158375E0,2.267308950E0
1.090125460E1,2.777872562E0,7.560888767E0,2.363077164E0
1.090324757E1,2.671929121E0,7.608773232E0,2.458845139E0
1.090524053E1,2.561795712E0,7.637503624E0,2.559401512E0
1.090723350E1,2.461239338E0,7.671022415E0,2.621650934E0
1.090922647E1,2.355894566E0,7.690176010E0,2.712630510E0
1.091121944E1,2.236184359E0,7.733271599E0,2.799420357E0
1.091321241E1,2.140416384E0,7.747636795E0,2.885611534E0
1.091520532E1,2.059013367E0,7.752425194E0,2.952649355E0
1.091719824E1,1.977610588E0,7.771578789E0,3.038840532E0
1.091919116E1,1.872265697E0,7.776367188E0,3.125031710E0
1.092118408E1,1.790862918E0,7.795520782E0,3.201646328E0
1.092317699E1,1.723825216E0,7.785943985E0,3.283049107E0
1.092516991E1,1.623268723E0,7.790732384E0,3.359663486E0
1.092716282E1,1.561019540E0,7.776367188E0,3.431489468E0
1.092915574E1,1.502960086E0,7.766790390E0,3.484162092E0
1.093114866E1,1.421557307E0,7.747636795E0,3.546411276E0
1.093314158E1,1.378461599E0,7.733271599E0,3.589506865E0
1.093513449E1,1.325789213E0,7.699752808E0,3.623025656E0
1.093712741E1,1.268328309E0,7.666234016E0,3.661332846E0
1.093912033E1,1.220444322E0,7.637503624E0,3.675698042E0
1.094111324E1,1.196502328E0,7.623138428E0,3.685275078E0
1.094310616E1,1.167771935E0,7.584830761E0,3.690063477E0
1.094509908E1,1.129464626E0,7.541735172E0,3.666121244E0
1.094709199E1,1.119887829E0,7.503427982E0,3.651756048E0
1.094908491E1,1.081580639E0,7.465120792E0,3.608660460E0
1.095107782E1,1.038484931E0,7.436390400E0,3.599083662E0
1.095307074E1,1.028908134E0,7.398083210E0,3.555988073E0
1.095506366E1,1.019331336E0,7.369352818E0,3.512892485E0
1.095705658E1,1.019331336E0,7.311892033E0,3.488950491E0
1.095904949E1,9.906009436E-1,7.302315235E0,3.445854902E0
1.096104241E1,9.762357473E-1,7.249642849E0,3.436278105E0
1.096303532E1,9.810241461E-1,7.216124058E0,3.412335873E0
1.096502824E1,1.019331336E0,7.182605267E0,3.378817081E0
1.096702116E1,1.043273449E0,7.168240070E0,3.417124271E0
1.096901408E1,1.095945835E0,7.134721279E0,3.402759075E0
1.097100699E1,1.143829823E0,7.125144482E0,3.417124271E0
1.097299991E1,1.215655923E0,7.096413612E0,3.412335873E0
1.097499283E1,1.301847219E0,7.091625214E0,3.436278105E0
1.097698574E1,1.373673201E0,7.082048416E0,3.450643301E0
1.097897866E1,1.455076098E0,7.082048416E0,3.474585295E0
1.098097158E1,1.580173135E0,7.072471619E0,3.503315687E0
1.098296449E1,1.680729628E0,7.072471619E0,3.517680883E0
1.098495741E1,1.776497602E0,7.062894821E0,3.532046080E0
1.098695032E1,1.900996208E0,7.053318024E0,3.551199675E0
1.098894324E1,2.025494576E0,7.058106422E0,3.551199675E0
1.099093616E1,2.145204782E0,7.038952827E0,3.570353270E0
1.099292908E1,2.274491549E0,7.034164429E0,3.575141668E0
1.099492199E1,2.398990154E0,7.029376030E0,3.575141668E0
1.099691491E1,2.528276920E0,7.014412403E0,3.565564871E0
1.099890782E1,2.667140722E0,7.024587631E0,3.560776472E0
1.100090074E1,2.816179752E0,7.009624004E0,3.555988073E0
1.100289366E1,2.916736126E0,7.019799232E0,3.522469282E0
1.100488658E1,3.031657934E0,7.034164429E0,3.484162092E0
1.100687949E1,3.165733099E0,7.029376030E0,3.450643301E0
1.100887241E1,3.304596901E0,7.053318024E0,3.402759075E0
1.101086538E1,3.409941673E0,7.086836815E0,3.359663486E0
1.101285835E1,3.515286684E0,7.067683220E0,3.287837505E0
1.101485132E1,3.697246075E0,7.101202011E0,3.259107113E0
1.101684428E1,3.807977915E0,7.144298077E0,3.206434727E0
1.101883725E1,3.908534288E0,7.163451672E0,3.148973703E0
1.102083022E1,4.018667698E0,7.201758862E0,3.077147722E0
1.102282319E1,4.076128483E0,7.235277653E0,3.024475336E0
1.102481616E1,4.138377666E0,7.264008045E0,2.947860956E0
1.102680913E1,4.224568844E0,7.302315235E0,2.871246338E0
1.102880210E1,4.282029629E0,7.335834026E0,2.828150749E0
1.103079507E1,4.377797604E0,7.388506413E0,2.746149302E0
1.103278803E1,4.425682068E0,7.412448406E0,2.717418909E0
1.103478100E1,4.468777657E0,7.436390400E0,2.674323320E0
1.103677397E1,4.521450043E0,7.489062786E0,2.612074137E0
1.103876694E1,4.574122429E0,7.527369976E0,2.612074137E0
1.104075991E1,4.631583214E0,7.580042362E0,2.616862535E0
1.104275288E1,4.655525208E0,7.613561630E0,2.631227732E0
1.104474585E1,4.684255600E0,7.666234016E0,2.640804529E0
1.104673882E1,4.736927986E0,7.709329605E0,2.679111719E0
1.104873178E1,4.703409195E0,7.752425194E0,2.703053713E0
1.105072475E1,4.698620796E0,7.790732384E0,2.780266762E0
1.105271772E1,4.775235176E0,7.785943985E0,2.880823135E0
1.105471069E1,4.789600372E0,7.785943985E0,2.952649355E0
1.105670366E1,4.799177170E0,7.790732384E0,3.029263735E0
1.105869663E1,4.803965569E0,7.814674377E0,3.096301317E0
1.106068960E1,4.847061157E0,7.795520782E0,3.211223125E0
1.106268257E1,4.894945145E0,7.776367188E0,3.292625904E0
1.106467553E1,4.924274445E0,7.752425194E0,3.397970676E0
1.106666850E1,4.996100426E0,7.742848396E0,3.512892485E0
1.106866147E1,5.024830818E0,7.704541206E0,3.618237257E0
1.107065444E1,5.096656799E0,7.651868820E0,3.733159065E0
1.107264741E1,5.197213173E0,7.599195957E0,3.867234230E0
1.107464038E1,5.264250755E0,7.546523571E0,3.982754469E0
1.107663335E1,5.331288815E0,7.503427982E0,4.088099480E0
1.107862632E1,5.374384403E0,7.445967197E0,4.203021049E0
1.108061928E1,5.498882771E0,7.378929615E0,4.327519417E0
1.108261225E1,5.589862347E0,7.307103634E0,4.437653065E0
1.108460522E1,5.680841923E0,7.235277653E0,4.519055843E0
1.108659819E1,5.814917564E0,7.149086475E0,4.614823818E0
1.108859116E1,5.939415932E0,7.086836815E0,4.715380192E0
1.109058413E1,6.050147533E0,7.019799232E0,4.791994572E0
1.109257710E1,6.160281181E0,6.976105213E0,4.878185749E0
1.109457007E1,6.241683960E0,6.923432827E0,4.973954201E0
1.109656303E1,6.327875137E0,6.880337238E0,4.983530998E0
1.109855600E1,6.438008308E0,6.827664852E0,5.051167011E0
1.110054897E1,6.519411087E0,6.813299656E0,5.103839397E0
1.110254194E1,6.538564682E0,6.808511257E0,5.151723385E0
1.110453491E1,6.500257492E0,6.842030048E0,5.190030575E0
1.110652788E1,6.447585106E0,6.880337238E0,5.213972569E0
1.110852085E1,6.375759125E0,6.933009624E0,5.237914562E0
1.111051382E1,6.294356346E0,7.009624004E0,5.247491360E0
1.111250673E1,6.184223175E0,7.096413612E0,5.252279758E0
1.111449965E1,6.117185116E0,7.177816868E0,5.276222229E0
1.111649257E1,6.025607109E0,7.302315235E0,5.290587425E0
1.111848548E1,5.929839134E0,7.407660007E0,5.300164223E0
1.112047840E1,5.824494362E0,7.527369976E0,5.328894615E0
1.112247132E1,5.709572315E0,7.642292023E0,5.328894615E0
1.112446423E1,5.580285549E0,7.766790390E0,5.338471413E0
1.112645715E1,5.527613163E0,7.876923561E0,5.405508995E0
1.112845007E1,5.522824764E0,8.034940720E0,5.429450989E0
1.113044298E1,5.532401562E0,8.164826393E0,5.415085793E0
1.113243590E1,5.508459568E0,8.279747963E0,5.429450989E0
1.113442882E1,5.484517574E0,8.418611526E0,5.458181381E0
1.113642173E1,5.489305973E0,8.509591103E0,5.525218964E0
1.113841465E1,5.527613163E0,8.624512672E0,5.573102951E0
1.114040756E1,5.565920353E0,8.696338654E0,5.649717331E0
1.114240048E1,5.628169537E0,8.801684380E0,5.721543312E0
1.114439340E1,5.728725910E0,8.878298759E0,5.783792973E0
1.114638632E1,5.824494362E0,8.935759544E0,5.831676960E0
1.114837923E1,5.934627533E0,8.988431931E0,5.850830555E0
1.115037215E1,6.006453514E0,9.017162323E0,5.865195751E0
1.115236507E1,6.088454723E0,9.045892715E0,5.855618954E0
1.115435798E1,6.160281181E0,9.065046310E0,5.798158169E0
1.115635090E1,6.208165169E0,9.079411507E0,5.716754913E0
1.115834382E1,6.236895561E0,9.108141899E0,5.577891350E0
1.116033673E1,6.222530365E0,9.103353500E0,5.458181381E0
1.116232965E1,6.241683960E0,9.112930298E0,5.300164223E0
1.116432256E1,6.222530365E0,9.127295494E0,5.151723385E0
1.116631548E1,6.126761913E0,9.136872292E0,4.959589005E0
1.116830840E1,6.054935932E0,9.117718697E0,4.777629375E0
1.117030132E1,5.939415932E0,9.093776703E0,4.624400616E0
1.117229423E1,5.858013153E0,9.084199905E0,4.466383457E0
1.117428715E1,5.752667904E0,9.065046310E0,4.317942619E0
1.117628006E1,5.618592739E0,9.031527519E0,4.145560265E0
1.117827298E1,5.484517574E0,9.002797127E0,4.016273499E0
1.118026590E1,5.312135220E0,8.950124741E0,3.881599426E0
1.118225882E1,5.134963989E0,8.902240753E0,3.742735863E0
1.118425173E1,4.962581635E0,8.863933563E0,3.608660460E0
1.118624465E1,4.799177170E0,8.825626373E0,3.522469282E0
1.118823757E1,4.650736809E0,8.758588791E0,3.450643301E0
1.119023048E1,4.497508049E0,8.677185059E0,3.407547474E0
1.119222340E1,4.368220806E0,8.619724274E0,3.364451885E0
1.119421632E1,4.229357243E0,8.538321495E0,3.354875088E0
1.119620923E1,4.114435673E0,8.471283913E0,3.354875088E0
1.119820215E1,3.961206675E0,8.404246330E0,3.388393879E0
1.120019506E1,3.851073503E0,8.341997147E0,3.445854902E0
1.120218798E1,3.745130062E0,8.241440773E0,3.532046080E0
1.120418090E1,3.668515444E0,8.150461197E0,3.618237257E0
1.120617382E1,3.634996653E0,8.063671112E0,3.699640274E0
1.120816678E1,3.582324266E0,7.924807549E0,3.814561844E0
1.121015975E1,3.596689463E0,7.819462776E0,3.925293684E0
1.121215272E1,3.625419855E0,7.704541206E0,4.006696701E0
1.121414569E1,3.668515444E0,7.575253963E0,4.030638695E0
1.121613866E1,3.697246075E0,7.445967197E0,4.102464676E0
1.121813163E1,3.764283657E0,7.321468830E0,4.135983467E0
1.122012460E1,3.788225651E0,7.196970463E0,4.174290657E0
1.122211757E1,3.817554712E0,7.077260017E0,4.226963043E0
1.122411053E1,3.807977915E0,7.004835606E0,4.222174644E0
1.122610350E1,3.807977915E0,6.928221226E0,4.236539841E0
1.122809647E1,3.783437252E0,6.885125637E0,4.236539841E0
1.123008944E1,3.773860455E0,6.842030048E0,4.217386246E0
1.123208241E1,3.735553265E0,6.846818447E0,4.212597847E0
1.123407538E1,3.678092480E0,6.856395245E0,4.174290657E0
1.123606835E1,3.634996653E0,6.899490833E0,4.116829872E0
1.123806132E1,3.567959070E0,6.933009624E0,4.068945885E0
1.124005428E1,3.520075083E0,7.019799232E0,3.968389273E0
1.124204725E1,3.429095268E0,7.129932880E0,3.828927040E0
1.124404022E1,3.318962097E0,7.240066051E0,3.699640274E0
1.124603319E1,3.223194122E0,7.402871609E0,3.551199675E0
1.124802616E1,3.122637510E0,7.532158375E0,3.369240284E0
1.125001913E1,3.012504339E0,7.671022415E0,3.192069530E0
1.125201210E1,2.907159328E0,7.848193169E0,3.019686937E0
1.125400507E1,2.816179752E0,8.015787125E0,2.837727547E0
1.125599803E1,2.734776974E0,8.193556786E0,2.679111719E0
1.125799100E1,2.633621931E0,8.365939140E0,2.540247917E0
1.125998397E1,2.561795712E0,8.519167900E0,2.415749550E0
1.126197694E1,2.489969730E0,8.720281601E0,2.324769735E0
1.126396991E1,2.437297344E0,8.887875557E0,2.248155355E0
1.126596288E1,2.384624958E0,9.050681114E0,2.214636564E0
1.126795585E1,2.346317768E0,9.232640266E0,2.209848166E0
1.126994882E1,2.336740971E0,9.405621529E0,2.209848166E0
1.127194178E1,2.312798738E0,9.568427086E0,2.219424963E0
1.127393475E1,2.312798738E0,9.745597839E0,2.257732153E0
1.127592772E1,2.303221941E0,9.941922188E0,2.291250944E0
1.127792069E1,2.341529369E0,1.014782429E1,2.348711967E0
1.127991366E1,2.365471363E0,1.036330223E1,2.406172752E0
1.128190663E1,2.413355350E0,1.056980228E1,2.458845139E0
1.128389960E1,2.466027737E0,1.081879902E1,2.501940727E0
1.128589257E1,2.475604534E0,1.103427696E1,2.540247917E0
1.128788553E1,2.504334927E0,1.130242729E1,2.573766708E0
1.128987850E1,2.499546528E0,1.156159973E1,2.602497339E0
1.129187147E1,2.489969730E0,1.183932781E1,2.573766708E0
1.129386444E1,2.518700123E0,1.214578533E1,2.554613113E0
1.129585741E1,2.494758129E0,1.246181965E1,2.545036316E0
1.129785038E1,2.480392933E0,1.280718327E1,2.501940727E0
1.129984335E1,2.456450939E0,1.309927559E1,2.454056740E0
1.130183632E1,2.432508945E0,1.344404125E1,2.367865562E0
1.130382928E1,2.317587137E0,1.370261478E1,2.296039343E0
1.130582225E1,2.279279947E0,1.403361320E1,2.238578558E0
1.130781522E1,2.336740971E0,1.439753151E1,2.114080191E0
1.130980814E1,2.288856745E0,1.475187397E1,1.965639591E0
1.131180106E1,2.217030764E0,1.503977680E1,1.841141105E0
1.131379397E1,2.092532396E0,1.527919674E1,1.764526606E0
1.131578689E1,2.015917778E0,1.548030949E1,1.711854219E0
1.131777980E1,1.896207690E0,1.563832664E1,1.683123827E0
1.131977272E1,1.810016513E0,1.575803661E1,1.754949808E0
1.132176564E1,1.699883223E0,1.575803661E1,1.826775908E0
1.132375856E1,1.599326730E0,1.572451782E1,1.922544003E0
1.132575147E1,1.565807939E0,1.556171227E1,2.104503393E0
1.132774439E1,1.589749932E0,1.529835033E1,2.334346771E0
1.132973730E1,1.704671621E0,1.492964363E1,2.564189911E0
1.133173022E1,1.867477298E0,1.450766563E1,2.770689964E0
1.133372314E1,2.059013367E0,1.400967121E1,2.904765129E0
1.133571606E1,2.279279947E0,1.351107883E1,3.024475336E0
1.133770897E1,2.489969730E0,1.292689323E1,3.086724520E0
1.133970189E1,2.720411777E0,1.233253288E1,3.134608507E0
1.134169481E1,2.888005733E0,1.172440529E1,3.105878115E0
1.134368772E1,3.041234732E0,1.111567974E1,2.981379747E0
1.134568064E1,3.184886694E0,1.051234150E1,2.856881142E0
1.134767356E1,3.242347717E0,9.951498985E0,2.631227732E0
1.134966647E1,3.247136116E0,9.396044731E0,2.406172752E0
1.135165939E1,3.280654907E0,8.892663956E0,2.152387381E0
1.135365230E1,3.242347717E0,8.380304337E0,1.869871497E0
1.135564522E1,3.199252129E0,7.943961143E0,1.605910778E0
1.135763814E1,3.132214308E0,7.532158375E0,1.313818216E0
1.135963106E1,3.050811529E0,7.177816868E0,1.045667648E0
1.136162397E1,2.974197149E0,6.856395245E0,7.631517649E-1
1.136361689E1,2.911947727E0,6.612186432E0,4.800374508E-1
1.136560980E1,2.825756550E0,6.391920090E0,2.454056740E-1
